region_level,region_sido,region_sigungu,sex,age_bucket,electorate,voted,turnout_pct
sigungu,서울특별시,은평구,여자,18,228,186,81.6
sigungu,서울특별시,은평구,여자,19,201,171,85.1
sigungu,서울특별시,은평구,여자,20-24,1370,1089,79.5
sigungu,서울특별시,은평구,여자,25-29,2136,1755,82.2
sigungu,서울특별시,은평구,여자,30-34,2046,1666,81.4
sigungu,서울특별시,은평구,여자,35-39,1551,1232,79.4
sigungu,서울특별시,은평구,여자,40-49,3944,3112,78.9
sigungu,서울특별시,은평구,여자,50-59,4102,3349,81.6
sigungu,서울특별시,은평구,여자,60-69,3580,3048,85.1
sigungu,서울특별시,은평구,여자,70-79,2269,1888,83.2
sigungu,서울특별시,은평구,여자,80+,1328,803,60.5
sigungu,서울특별시,서대문구,전체,합계,21281,17101,80.4
sigungu,서울특별시,서대문구,전체,18,169,138,81.7
sigungu,서울특별시,서대문구,전체,19,204,158,77.5
sigungu,서울특별시,서대문구,전체,20-24,1586,1268,79.9
sigungu,서울특별시,서대문구,전체,25-29,1985,1566,78.9
sigungu,서울특별시,서대문구,전체,30-34,1708,1310,76.7
sigungu,서울특별시,서대문구,전체,35-39,1566,1234,78.8
sigungu,서울특별시,서대문구,전체,40-49,3731,2984,80.0
sigungu,서울특별시,서대문구,전체,50-59,3781,3064,81.0
sigungu,서울특별시,서대문구,전체,60-69,3098,2644,85.3
sigungu,서울특별시,서대문구,전체,70-79,2067,1806,87.4
sigungu,서울특별시,서대문구,전체,80+,1386,929,67.0
sigungu,서울특별시,서대문구,남자,합계,10299,8201,79.6
sigungu,서울특별시,서대문구,남자,18,87,71,81.6
sigungu,서울특별시,서대문구,남자,19,84,66,78.6
sigungu,서울특별시,서대문구,남자,20-24,783,596,76.1
sigungu,서울특별시,서대문구,남자,25-29,1064,815,76.6
sigungu,서울특별시,서대문구,남자,30-34,886,640,72.2
sigungu,서울특별시,서대문구,남자,35-39,763,576,75.5
sigungu,서울특별시,서대문구,남자,40-49,1874,1486,79.3
sigungu,서울특별시,서대문구,남자,50-59,1909,1514,79.3
sigungu,서울특별시,서대문구,남자,60-69,1465,1254,85.6
sigungu,서울특별시,서대문구,남자,70-79,880,789,89.7
sigungu,서울특별시,서대문구,남자,80+,504,394,78.2
sigungu,서울특별시,서대문구,여자,합계,10982,8900,81.0
sigungu,서울특별시,서대문구,여자,18,82,67,81.7
sigungu,서울특별시,서대문구,여자,19,120,92,76.7
sigungu,서울특별시,서대문구,여자,20-24,803,672,83.7
sigungu,서울특별시,서대문구,여자,25-29,921,751,81.5
sigungu,서울특별시,서대문구,여자,30-34,822,670,81.5
sigungu,서울특별시,서대문구,여자,35-39,803,658,81.9
sigungu,서울특별시,서대문구,여자,40-49,1857,1498,80.7
sigungu,서울특별시,서대문구,여자,50-59,1872,1550,82.8
sigungu,서울특별시,서대문구,여자,60-69,1633,1390,85.1
sigungu,서울특별시,서대문구,여자,70-79,1187,1017,85.7
sigungu,서울특별시,서대문구,여자,80+,882,535,60.7
sigungu,서울특별시,마포구,전체,합계,31670,25818,81.5
sigungu,서울특별시,마포구,전체,18,292,234,80.1
sigungu,서울특별시,마포구,전체,19,334,269,80.5
sigungu,서울특별시,마포구,전체,20-24,1936,1517,78.4
sigungu,서울특별시,마포구,전체,25-29,3127,2450,78.3
sigungu,서울특별시,마포구,전체,30-34,3344,2696,80.6
sigungu,서울특별시,마포구,전체,35-39,2609,2120,81.3
sigungu,서울특별시,마포구,전체,40-49,5605,4510,80.5
sigungu,서울특별시,마포구,전체,50-59,5927,4932,83.2
sigungu,서울특별시,마포구,전체,60-69,4373,3796,86.8
sigungu,서울특별시,마포구,전체,70-79,2606,2250,86.3
sigungu,서울특별시,마포구,전체,80+,1517,1044,68.8
sigungu,서울특별시,마포구,남자,합계,14575,11661,80.0
sigungu,서울특별시,마포구,남자,18,149,116,77.9
sigungu,서울특별시,마포구,남자,19,172,137,79.7
sigungu,서울특별시,마포구,남자,20-24,881,647,73.4
sigungu,서울특별시,마포구,남자,25-29,1354,995,73.5
sigungu,서울특별시,마포구,남자,30-34,1596,1217,76.3
sigungu,서울특별시,마포구,남자,35-39,1216,959,78.9
sigungu,서울특별시,마포구,남자,40-49,2647,2072,78.3
sigungu,서울특별시,마포구,남자,50-59,2880,2380,82.6
sigungu,서울특별시,마포구,남자,60-69,1977,1715,86.7
sigungu,서울특별시,마포구,남자,70-79,1147,996,86.8
sigungu,서울특별시,마포구,남자,80+,556,427,76.8
sigungu,서울특별시,마포구,여자,합계,17095,14157,82.8
sigungu,서울특별시,마포구,여자,18,143,118,82.5
sigungu,서울특별시,마포구,여자,19,162,132,81.5
sigungu,서울특별시,마포구,여자,20-24,1055,870,82.5
sigungu,서울특별시,마포구,여자,25-29,1773,1455,82.1
sigungu,서울특별시,마포구,여자,30-34,1748,1479,84.6
sigungu,서울특별시,마포구,여자,35-39,1393,1161,83.3
sigungu,서울특별시,마포구,여자,40-49,2958,2438,82.4
sigungu,서울특별시,마포구,여자,50-59,3047,2552,83.8
sigungu,서울특별시,마포구,여자,60-69,2396,2081,86.9
sigungu,서울특별시,마포구,여자,70-79,1459,1254,85.9
sigungu,서울특별시,마포구,여자,80+,961,617,64.2
sigungu,서울특별시,양천구,전체,합계,38411,31174,81.2
sigungu,서울특별시,양천구,전체,18,478,381,79.7
sigungu,서울특별시,양천구,전체,19,398,313,78.6
sigungu,서울특별시,양천구,전체,20-24,2151,1686,78.4
sigungu,서울특별시,양천구,전체,25-29,2582,1970,76.3
sigungu,서울특별시,양천구,전체,30-34,2646,2015,76.2
sigungu,서울특별시,양천구,전체,35-39,2605,2000,76.8
sigungu,서울특별시,양천구,전체,40-49,7389,5915,80.1
sigungu,서울특별시,양천구,전체,50-59,7753,6438,83.0
sigungu,서울특별시,양천구,전체,60-69,6735,5855,86.9
sigungu,서울특별시,양천구,전체,70-79,3917,3404,86.9
sigungu,서울특별시,양천구,전체,80+,1757,1197,68.1
sigungu,서울특별시,양천구,남자,합계,18759,15077,80.4
sigungu,서울특별시,양천구,남자,18,249,199,79.9
sigungu,서울특별시,양천구,남자,19,193,155,80.3
sigungu,서울특별시,양천구,남자,20-24,1134,856,75.5
sigungu,서울특별시,양천구,남자,25-29,1321,938,71.0
sigungu,서울특별시,양천구,남자,30-34,1346,962,71.5
sigungu,서울특별시,양천구,남자,35-39,1313,958,73.0
sigungu,서울특별시,양천구,남자,40-49,3542,2789,78.7
sigungu,서울특별시,양천구,남자,50-59,3895,3218,82.6
sigungu,서울특별시,양천구,남자,60-69,3272,2842,86.9
sigungu,서울특별시,양천구,남자,70-79,1806,1612,89.3
sigungu,서울특별시,양천구,남자,80+,688,548,79.7
sigungu,서울특별시,양천구,여자,합계,19652,16097,81.9
sigungu,서울특별시,양천구,여자,18,229,182,79.5
sigungu,서울특별시,양천구,여자,19,205,158,77.1
sigungu,서울특별시,양천구,여자,20-24,1017,830,81.6
sigungu,서울특별시,양천구,여자,25-29,1261,1032,81.8
sigungu,서울특별시,양천구,여자,30-34,1300,1053,81.0
sigungu,서울특별시,양천구,여자,35-39,1292,1042,80.7
sigungu,서울특별시,양천구,여자,40-49,3847,3126,81.3
sigungu,서울특별시,양천구,여자,50-59,3858,3220,83.5
sigungu,서울특별시,양천구,여자,60-69,3463,3013,87.0
sigungu,서울특별시,양천구,여자,70-79,2111,1792,84.9
sigungu,서울특별시,양천구,여자,80+,1069,649,60.7
sigungu,서울특별시,강서구,전체,합계,47274,37888,80.1
sigungu,서울특별시,강서구,전체,18,456,353,77.4
sigungu,서울특별시,강서구,전체,19,462,349,75.5
sigungu,서울특별시,강서구,전체,20-24,2683,2035,75.8
sigungu,서울특별시,강서구,전체,25-29,4551,3504,77.0
sigungu,서울특별시,강서구,전체,30-34,5393,4257,78.9
sigungu,서울특별시,강서구,전체,35-39,4078,3169,77.7
sigungu,서울특별시,강서구,전체,40-49,8208,6391,77.9
sigungu,서울특별시,강서구,전체,50-59,7838,6379,81.4
sigungu,서울특별시,강서구,전체,60-69,7199,6228,86.5
sigungu,서울특별시,강서구,전체,70-79,4467,3907,87.5
sigungu,서울특별시,강서구,전체,80+,1939,1316,67.9
sigungu,서울특별시,강서구,남자,합계,22191,17584,79.2
sigungu,서울특별시,강서구,남자,18,232,180,77.6
sigungu,서울특별시,강서구,남자,19,244,180,73.8
sigungu,서울특별시,강서구,남자,20-24,1187,866,73.0
sigungu,서울특별시,강서구,남자,25-29,1885,1356,71.9
sigungu,서울특별시,강서구,남자,30-34,2579,1941,75.3
sigungu,서울특별시,강서구,남자,35-39,2045,1551,75.8
sigungu,서울특별시,강서구,남자,40-49,4076,3119,76.5
sigungu,서울특별시,강서구,남자,50-59,3908,3181,81.4
sigungu,서울특별시,강서구,남자,60-69,3329,2878,86.5
sigungu,서울특별시,강서구,남자,70-79,1982,1774,89.5
sigungu,서울특별시,강서구,남자,80+,724,558,77.1
sigungu,서울특별시,강서구,여자,합계,25083,20304,80.9
sigungu,서울특별시,강서구,여자,18,224,173,77.2
sigungu,서울특별시,강서구,여자,19,218,169,77.5
sigungu,서울특별시,강서구,여자,20-24,1496,1169,78.1
sigungu,서울특별시,강서구,여자,25-29,2666,2148,80.6
sigungu,서울특별시,강서구,여자,30-34,2814,2316,82.3
sigungu,서울특별시,강서구,여자,35-39,2033,1618,79.6
sigungu,서울특별시,강서구,여자,40-49,4132,3272,79.2
sigungu,서울특별시,강서구,여자,50-59,3930,3198,81.4
sigungu,서울특별시,강서구,여자,60-69,3870,3350,86.6
sigungu,서울특별시,강서구,여자,70-79,2485,2133,85.8
sigungu,서울특별시,강서구,여자,80+,1215,758,62.4
sigungu,서울특별시,구로구,전체,합계,37787,30400,80.5
sigungu,서울특별시,구로구,전체,18,252,204,81.0
sigungu,서울특별시,구로구,전체,19,273,220,80.6
sigungu,서울특별시,구로구,전체,20-24,2072,1570,75.8
sigungu,서울특별시,구로구,전체,25-29,4163,3269,78.5
sigungu,서울특별시,구로구,전체,30-34,4367,3465,79.3
sigungu,서울특별시,구로구,전체,35-39,3662,2906,79.4
sigungu,서울특별시,구로구,전체,40-49,6360,4889,76.9
sigungu,서울특별시,구로구,전체,50-59,6185,4997,80.8
sigungu,서울특별시,구로구,전체,60-69,5508,4842,87.9
sigungu,서울특별시,구로구,전체,70-79,3311,2937,88.7
sigungu,서울특별시,구로구,전체,80+,1634,1101,67.4
sigungu,서울특별시,구로구,남자,합계,18572,14634,78.8
sigungu,서울특별시,구로구,남자,18,122,95,77.9
sigungu,서울특별시,구로구,남자,19,145,119,82.1
sigungu,서울특별시,구로구,남자,20-24,941,688,73.1
sigungu,서울특별시,구로구,남자,25-29,1901,1375,72.3
sigungu,서울특별시,구로구,남자,30-34,2162,1628,75.3
sigungu,서울특별시,구로구,남자,35-39,1865,1441,77.3
sigungu,서울특별시,구로구,남자,40-49,3395,2541,74.8
sigungu,서울특별시,구로구,남자,50-59,3149,2473,78.5
sigungu,서울특별시,구로구,남자,60-69,2731,2389,87.5
sigungu,서울특별시,구로구,남자,70-79,1501,1365,90.9
sigungu,서울특별시,구로구,남자,80+,660,520,78.8
sigungu,서울특별시,구로구,여자,합계,19215,15766,82.1
sigungu,서울특별시,구로구,여자,18,130,109,83.8
sigungu,서울특별시,구로구,여자,19,128,101,78.9
sigungu,서울특별시,구로구,여자,20-24,1131,882,78.0
sigungu,서울특별시,구로구,여자,25-29,2262,1894,83.7
sigungu,서울특별시,구로구,여자,30-34,2205,1837,83.3
sigungu,서울특별시,구로구,여자,35-39,1797,1465,81.5
sigungu,서울특별시,구로구,여자,40-49,2965,2348,79.2
sigungu,서울특별시,구로구,여자,50-59,3036,2524,83.1
sigungu,서울특별시,구로구,여자,60-69,2777,2453,88.3
sigungu,서울특별시,구로구,여자,70-79,1810,1572,86.9
sigungu,서울특별시,구로구,여자,80+,974,581,59.7
sigungu,서울특별시,금천구,전체,합계,21977,17265,78.6
sigungu,서울특별시,금천구,전체,18,147,106,72.1
sigungu,서울특별시,금천구,전체,19,134,95,70.9
sigungu,서울특별시,금천구,전체,20-24,1038,772,74.4
sigungu,서울특별시,금천구,전체,25-29,2141,1649,77.0
sigungu,서울특별시,금천구,전체,30-34,2609,2030,77.8
sigungu,서울특별시,금천구,전체,35-39,1851,1374,74.2
sigungu,서울특별시,금천구,전체,40-49,2889,2096,72.6
sigungu,서울특별시,금천구,전체,50-59,3762,2990,79.5
sigungu,서울특별시,금천구,전체,60-69,4110,3491,84.9
sigungu,서울특별시,금천구,전체,70-79,2209,1921,87.0
sigungu,서울특별시,금천구,전체,80+,1087,741,68.2
sigungu,서울특별시,금천구,남자,합계,10894,8403,77.1
sigungu,서울특별시,금천구,남자,18,73,52,71.2
sigungu,서울특별시,금천구,남자,19,62,45,72.6
sigungu,서울특별시,금천구,남자,20-24,465,323,69.5
sigungu,서울특별시,금천구,남자,25-29,1031,747,72.5
sigungu,서울특별시,금천구,남자,30-34,1369,1006,73.5
sigungu,서울특별시,금천구,남자,35-39,1015,734,72.3
sigungu,서울특별시,금천구,남자,40-49,1552,1092,70.4
sigungu,서울특별시,금천구,남자,50-59,1849,1443,78.0
sigungu,서울특별시,금천구,남자,60-69,2011,1709,85.0
sigungu,서울특별시,금천구,남자,70-79,1025,918,89.6
sigungu,서울특별시,금천구,남자,80+,442,334,75.6
sigungu,서울특별시,금천구,여자,합계,11083,8862,80.0
sigungu,서울특별시,금천구,여자,18,74,54,73.0
sigungu,서울특별시,금천구,여자,19,72,50,69.4
sigungu,서울특별시,금천구,여자,20-24,573,449,78.4
sigungu,서울특별시,금천구,여자,25-29,1110,902,81.3
sigungu,서울특별시,금천구,여자,30-34,1240,1024,82.6
sigungu,서울특별시,금천구,여자,35-39,836,640,76.6
sigungu,서울특별시,금천구,여자,40-49,1337,1004,75.1
sigungu,서울특별시,금천구,여자,50-59,1913,1547,80.9
sigungu,서울특별시,금천구,여자,60-69,2099,1782,84.9
sigungu,서울특별시,금천구,여자,70-79,1184,1003,84.7
sigungu,서울특별시,금천구,여자,80+,645,407,63.1
sigungu,서울특별시,영등포구,전체,합계,33640,27237,81.0
sigungu,서울특별시,영등포구,전체,18,238,174,73.1
sigungu,서울특별시,영등포구,전체,19,204,153,75.0
sigungu,서울특별시,영등포구,전체,20-24,1815,1367,75.3
sigungu,서울특별시,영등포구,전체,25-29,4121,3357,81.5
sigungu,서울특별시,영등포구,전체,30-34,4208,3442,81.8
sigungu,서울특별시,영등포구,전체,35-39,3002,2377,79.2
sigungu,서울특별시,영등포구,전체,40-49,5012,3957,79.0
sigungu,서울특별시,영등포구,전체,50-59,5269,4276,81.2
sigungu,서울특별시,영등포구,전체,60-69,4906,4177,85.1
sigungu,서울특별시,영등포구,전체,70-79,3058,2679,87.6
sigungu,서울특별시,영등포구,전체,80+,1807,1278,70.7
sigungu,서울특별시,영등포구,남자,합계,16062,12882,80.2
sigungu,서울특별시,영등포구,남자,18,136,96,70.6
sigungu,서울특별시,영등포구,남자,19,112,88,78.6
sigungu,서울특별시,영등포구,남자,20-24,792,566,71.5
sigungu,서울특별시,영등포구,남자,25-29,1774,1377,77.6
sigungu,서울특별시,영등포구,남자,30-34,2068,1652,79.9
sigungu,서울특별시,영등포구,남자,35-39,1503,1174,78.1
sigungu,서울특별시,영등포구,남자,40-49,2491,1951,78.3
sigungu,서울특별시,영등포구,남자,50-59,2623,2108,80.4
sigungu,서울특별시,영등포구,남자,60-69,2430,2049,84.3
sigungu,서울특별시,영등포구,남자,70-79,1379,1221,88.5
sigungu,서울특별시,영등포구,남자,80+,754,600,79.6
sigungu,서울특별시,영등포구,여자,합계,17578,14355,81.7
sigungu,서울특별시,영등포구,여자,18,102,78,76.5
sigungu,서울특별시,영등포구,여자,19,92,65,70.7
sigungu,서울특별시,영등포구,여자,20-24,1023,801,78.3
sigungu,서울특별시,영등포구,여자,25-29,2347,1980,84.4
sigungu,서울특별시,영등포구,여자,30-34,2140,1790,83.6
sigungu,서울특별시,영등포구,여자,35-39,1499,1203,80.3
sigungu,서울특별시,영등포구,여자,40-49,2521,2006,79.6
sigungu,서울특별시,영등포구,여자,50-59,2646,2168,81.9
sigungu,서울특별시,영등포구,여자,60-69,2476,2128,85.9
sigungu,서울특별시,영등포구,여자,70-79,1679,1458,86.8
sigungu,서울특별시,영등포구,여자,80+,1053,678,64.4
sigungu,서울특별시,동작구,전체,합계,32093,26289,81.9
sigungu,서울특별시,동작구,전체,18,268,212,79.1
sigungu,서울특별시,동작구,전체,19,264,208,78.8
sigungu,서울특별시,동작구,전체,20-24,1861,1484,79.7
sigungu,서울특별시,동작구,전체,25-29,3381,2687,79.5
sigungu,서울특별시,동작구,전체,30-34,3583,2924,81.6
sigungu,서울특별시,동작구,전체,35-39,2850,2270,79.6
sigungu,서울특별시,동작구,전체,40-49,5353,4275,79.9
sigungu,서울특별시,동작구,전체,50-59,5299,4410,83.2
sigungu,서울특별시,동작구,전체,60-69,4742,4124,87.0
